data2
436.484	725.731	3.142	0.001
434.833	725.731	0.257	0.006
497.558	742.237	0.322	0.007
532.221	753.792	0.124	0.004
611.452	763.696	-0.074	0.001
656.019	760.394	0.000	0.002
664.273	760.394	0.000	0.007
665.923	760.394	-0.322	0.004
690.683	752.141	-0.690	0.007
728.648	720.779	-0.753	0.000
781.468	671.260	-0.908	0.008
834.289	603.583	-0.927	0.003
888.760	530.955	-1.007	0.000
928.375	468.231	-1.010	0.008
964.689	410.458	-1.064	0.002
997.702	351.035	-1.117	0.003
1029.064	286.660	-1.098	0.001
1065.379	215.682	-1.124	0.002
1103.343	136.451	-1.122	0.004
1167.718	2.749	2.584	0.004
13.919	722.429	0.149	0.002
46.932	727.381	0.168	0.004
144.320	743.888	0.176	0.007
246.660	762.045	0.217	0.002
344.048	783.503	0.240	0.007
418.327	801.660	0.338	0.009
479.400	823.119	0.349	0.003
515.715	836.324	0.349	0.004
588.343	862.734	0.287	0.006
660.971	884.193	0.048	0.000
695.635	885.843	-0.453	0.002
756.708	856.132	-0.675	0.009
806.228	816.516	-0.725	0.008
878.856	752.141	-0.743	0.004
939.930	696.019	-0.785	0.002
1007.606	628.343	-0.753	0.005
1060.427	578.824	-0.753	0.006
1113.247	529.304	-0.817	0.003
1164.417	474.833	-0.768	0.008
1213.937	426.965	2.444	0.010
629.609	917.205	0.395	0.006
649.417	925.459	0.231	0.000
677.478	932.061	-0.083	0.002
697.285	930.410	0.000	0.005
698.936	930.410	-0.322	0.002
713.792	925.459	-0.573	0.002
764.962	892.446	2.809	0.000
631.260	938.664	0.322	0.005
641.163	941.965	0.322	0.003
670.875	951.869	-0.043	0.008
708.840	950.218	-0.464	0.010
722.045	943.616	-0.633	0.005
746.805	925.459	2.966	0.002
616.404	948.568	0.427	0.003
634.561	956.821	0.549	0.003
664.273	974.978	0.896	0.001
684.080	999.737	1.180	0.002
695.635	1027.798	1.222	0.009
702.237	1045.956	-1.055	0.001
758.359	946.917	2.356	0.004
741.853	963.423	2.423	0.005
728.648	974.978	1.951	0.001
718.744	999.737	1.768	0.009
713.792	1024.497	1.571	0.005
713.792	1047.606	-0.920	0.003
793.023	943.616	2.309	0.003
760.010	979.930	2.129	0.010
751.756	993.135	2.138	0.001
740.202	1011.292	1.966	0.005
731.949	1031.100	3.142	0.006
730.298	1031.100	1.736	0.007
726.997	1050.908	-2.823	0.002
12.269	814.866	0.227	0.007
33.727	819.817	0.149	0.002
132.766	834.673	0.151	0.002
230.154	849.529	-1.571	0.001
230.154	847.878	0.183	0.001
319.288	864.385	0.234	0.005
388.615	880.891	0.298	0.008
452.990	900.699	0.388	0.001
489.304	915.555	0.399	0.006
552.029	941.965	0.552	0.006
616.404	981.581	0.625	0.003
646.115	1003.039	0.852	0.001
657.670	1016.244	0.965	0.010
672.526	1037.702	1.267	0.005
698.936	1121.885	1.439	0.008
710.490	1209.369	1.493	0.006
717.093	1293.552	-2.635	0.005
15.570	904.000	0.146	0.010
116.259	918.856	0.151	0.007
213.647	933.712	0.178	0.007
296.179	948.568	0.182	0.009
358.904	960.122	0.291	0.006
424.929	979.930	0.355	0.002
514.064	1012.943	0.486	0.009
573.487	1044.305	0.659	0.005
624.657	1083.920	0.876	0.009
665.923	1133.439	1.183	0.007
698.936	1214.321	1.382	0.009
713.792	1291.901	-2.734	0.001
18.871	991.484	0.182	0.001
99.753	1006.340	0.171	0.008
195.490	1022.846	0.159	0.006
278.022	1036.052	0.187	0.001
339.096	1047.606	0.197	0.003
405.122	1060.811	0.295	0.008
481.051	1083.920	0.381	0.007
538.824	1107.029	0.571	0.007
585.042	1136.741	0.735	0.008
619.705	1168.103	0.889	0.004
669.225	1229.177	1.107	0.002
702.237	1295.202	-2.836	0.009
17.221	1078.968	0.113	0.006
89.849	1087.222	0.151	0.003
187.237	1102.077	0.122	0.003
268.118	1111.981	0.187	0.009
329.192	1123.536	0.178	0.007
393.567	1135.090	3.142	0.001
391.917	1135.090	0.227	0.007
456.292	1149.946	0.322	0.005
510.763	1168.103	0.333	0.004
553.679	1182.959	0.496	0.008
593.295	1204.417	0.644	0.005
646.115	1244.033	0.892	0.007
687.381	1295.202	-2.963	0.002
18.871	1174.706	0.053	0.005
81.596	1178.007	-0.017	0.007
177.333	1176.356	0.102	0.001
258.215	1184.610	0.081	0.005
319.288	1189.561	0.105	0.001
382.013	1196.164	0.192	0.006
441.436	1207.718	0.222	0.002
492.606	1219.273	0.322	0.002
532.221	1232.478	0.335	0.010
570.186	1245.683	0.429	0.005
627.958	1272.093	0.675	0.007
652.718	1291.901	-3.085	0.000
15.570	1255.587	-0.026	0.010
78.294	1253.937	-0.017	0.007
174.032	1252.286	0.000	0.006
249.961	1252.286	0.051	0.008
314.336	1255.587	0.026	0.009
377.061	1257.238	0.029	0.008
433.183	1258.888	0.165	0.001
482.702	1267.142	0.214	0.001
520.667	1275.395	0.172	0.002
558.631	1281.997	0.295	0.000
596.596	1293.552	-0.829	0.005
1213.937	620.090	2.447	0.001
1204.033	628.343	2.474	0.006
1149.561	671.260	2.473	0.006
1086.837	720.779	2.435	0.001
1019.161	778.552	2.437	0.005
953.135	834.673	2.414	0.007
877.205	902.350	2.374	0.010
829.337	948.568	2.200	0.000
789.721	1003.039	2.140	0.010
763.311	1044.305	1.880	0.003
738.552	1121.885	-1.571	0.005
738.552	1120.234	1.697	0.008
726.997	1211.020	1.612	0.000
723.696	1291.901	-0.789	0.003
1212.286	800.010	2.545	0.004
1166.068	831.372	2.625	0.004
1081.885	879.241	2.559	0.009
1014.209	923.808	2.523	0.010
939.930	976.629	2.513	0.004
885.459	1016.244	2.378	0.008
847.494	1052.558	2.301	0.008
819.433	1083.920	2.116	0.005
786.420	1138.391	1.962	0.002
755.058	1214.321	1.780	0.002
738.552	1291.901	-0.669	0.002
1212.286	917.205	2.758	0.004
1118.199	955.170	2.630	0.001
1050.523	993.135	2.642	0.005
977.895	1032.750	2.575	0.006
923.423	1067.414	2.505	0.008
885.459	1095.475	2.447	0.007
855.747	1120.234	2.313	0.007
819.433	1159.850	2.147	0.010
776.516	1225.875	1.973	0.007
748.455	1291.901	-0.482	0.007
1208.985	1050.908	2.875	0.009
1154.513	1065.763	2.820	0.010
1085.186	1088.872	2.785	0.001
1014.209	1115.283	2.740	0.007
959.737	1138.391	2.715	0.002
923.423	1154.898	2.542	0.001
892.061	1176.356	2.534	0.006
854.096	1202.766	2.395	0.006
809.529	1244.033	2.220	0.000
773.215	1291.901	-0.296	0.010
1212.286	1158.199	3.096	0.003
1175.972	1159.850	3.003	0.008
1104.994	1169.754	2.913	0.005
1034.016	1186.260	2.933	0.009
979.545	1197.815	2.875	0.004
943.231	1207.718	2.751	0.003
915.170	1219.273	2.661	0.003
877.205	1239.081	2.577	0.007
827.686	1270.443	2.453	0.009
799.625	1293.552	-0.096	0.009
1212.286	1253.937	3.142	0.008
1187.526	1253.937	3.094	0.005
1118.199	1257.238	3.120	0.002
1042.270	1258.888	3.075	0.002
992.750	1262.190	3.000	0.009
958.087	1267.142	2.993	0.005
925.074	1272.093	2.953	0.002
890.410	1278.696	2.843	0.004
